Id,Probability
1,0.4558292595043888
2,0.4305540989932063
3,0.4356072451698741
4,0.45273708862902556
5,0.4632432665209928
6,0.44292982800677794
7,0.4317909776327118
8,0.4318755817899418
9,0.4075896460632642
10,0.5753076832690811
11,0.4503794977617081
12,0.44287430249985127
13,0.4398412349549455
14,0.4578348884150458
15,0.43734921787248987
16,0.4619054182221209
17,0.4288213089066548
18,0.45884300700327413
19,0.4662419323439732
20,0.42488349152649707
21,0.4446462094961264
22,0.43748758358587925
23,0.43589260189415174
24,0.4482531752875002
25,0.4419412379624943
26,0.4088971069520179
27,0.45665499065774035
28,0.4059655867366712
29,0.45045035815162987
30,0.4033888122084542
31,0.4528424204613844
32,0.4137524535662539
33,0.4457627669775695
34,0.4494140568672819
35,0.44150873942439484
36,0.44313443988242
37,0.45232970959327373
38,0.4028106681886105
39,0.44766777747883246
40,0.4329310698465449
41,0.4287659960576258
42,0.4519490626627668
43,0.4464069249261817
44,0.43854315784826714
45,0.43431004369571025
46,0.430135679114025
47,0.430167868023226
48,0.4335269864565373
49,0.45322945732997233
50,0.43488055013103843
51,0.4460070288579391
52,0.43039956459286505
53,0.4453729737627561
54,0.44730846543162434
55,0.4519925539830014
56,0.4475464194520362
57,0.4407031849210246
58,0.46623499662120027
59,0.44864636648305045
60,0.4523458465658543
61,0.4389623208379597
62,0.4435485740012421
63,0.4578232148512465
64,0.44023746158952676
65,0.447384244191067
66,0.42787366805609356
67,0.4454758650444364
68,0.46618720885773224
69,0.4409544794331573
70,0.5469241729090346
71,0.41346823141014344
72,0.46333505728478486
73,0.4346503836494688
74,0.46520456914166625
75,0.44396279734580185
76,0.44140193988691423
77,0.43929953555023216
78,0.445139641840141
79,0.40081735564817333
80,0.44349592381240716
81,0.4249244729118705
82,0.4447399145432378
83,0.46533033939729596
84,0.43266787492624403
85,0.4366009135740029
86,0.4452793142375663
87,0.4709708734561681
88,0.4217823590524164
89,0.4645205215819481
90,0.46618383983290446
91,0.46134461788349046
92,0.44018788332232267
93,0.43814195482883106
94,0.4444572471354371
95,0.4355742768981702
96,0.41611121918073585
97,0.4338574380614028
98,0.44162961106292115
99,0.45213999093804025
100,0.46394278300730013
101,0.4516827191943529
102,0.4435518508156248
103,0.4095401444784177
104,0.4454107023011187
105,0.4174721949693201
106,0.46952948802432154
107,0.4590646538787052
108,0.4248689547114198
109,0.44037066175434886
110,0.4445399814493622
111,0.4051191255842545
112,0.4182757507370862
113,0.4474645755419884
114,0.44075334431984925
115,0.46295702955749124
116,0.43452234384181854
117,0.4120993854473942
118,0.46347744942640934
119,0.44794188735578916
120,0.4408599288001695
121,0.43547799303034673
122,0.4375305880416826
123,0.44001253266252793
124,0.44219186702903795
125,0.41623660102596555
126,0.43114617362386237
127,0.42742124366584955
128,0.4439100506161975
129,0.4073132571897963
130,0.44587361881336746
131,0.4386479052700304
132,0.44323867551329277
133,0.4452525213251315
134,0.44724055053898754
135,0.45117260004277987
136,0.42764582898475073
137,0.4417978410360367
138,0.44387940733952375
139,0.440334849479973
140,0.45234634286905345
141,0.43759208814472916
142,0.44103573915718963
143,0.41298310871141336
144,0.45864632058915894
145,0.45462944806748445
146,0.46387338866308697
147,0.4366265138277345
148,0.4464874953311999
149,0.4498492440418704
150,0.43462551591306786
151,0.44559501766611537
152,0.45473310502622666
153,0.42082712117582005
154,0.4103691683122134
155,0.4379848874569287
156,0.44039525985863165
157,0.43967183528834924
158,0.41087820595539176
159,0.41110749032672644
160,0.4460506887349696
161,0.43965429170527787
162,0.44408343847052784
163,0.41958747305060906
164,0.4522706576526736
165,0.4490157474903939
166,0.4320931239586901
167,0.4291197759805875
168,0.4214503342374164
169,0.4400713663592147
170,0.4437881681850049
171,0.4369879146153868
172,0.4325092060835084
173,0.45016913215428006
174,0.455640894363052
175,0.4400974361907133
176,0.431152917376475
177,0.4416575536918038
178,0.44150768197919554
179,0.43309455988777285
180,0.4325070462546825
181,0.45520179303988145
182,0.44963919275285624
183,0.4477415857807454
184,0.4321241752954819
185,0.4338879315771091
186,0.4298244626510702
187,0.45109664631398483
188,0.4578140508738604
189,0.44652963201363277
190,0.44483655287732327
191,0.4521042369527562
192,0.4480928001411474
193,0.43713707336490665
194,0.44894464992461364
195,0.4606215528544854
196,0.44386054509483075
197,0.4106364349254303
198,0.4347385923670081
199,0.41298465751851765
200,0.44065105528541393
201,0.44347617395013084
202,0.4322270172532487
203,0.4495421342764559
204,0.43210119080783094
205,0.3958230089338124
206,0.41201116597224396
207,0.4101015075446399
208,0.40327652937164754
209,0.45677282089372184
210,0.4193046099959642
211,0.47289380398690495
212,0.4460718649451965
213,0.44796548947940307
214,0.4418501305629097
215,0.4293005674050904
216,0.45379917635994155
217,0.4330636458560581
218,0.4438883444445063
219,0.43860484887020607
220,0.43873287404013217
221,0.45021384041886314
222,0.4308805529954681
223,0.4506427996160811
224,0.413798101258726
225,0.4348095093538333
226,0.4565855987906118
227,0.44598838127211793
228,0.4510809950804989
229,0.4375892325074824
230,0.46429567016416057
231,0.47154232355764075
232,0.4346588507761663
233,0.4369913617128565
234,0.44259932029155225
235,0.4020118148358343
236,0.42891124771038813
237,0.42527027863072264
238,0.42345356772862675
239,0.4672958437263906
240,0.4412757026966147
241,0.4443863539898575
242,0.4498853536064461
243,0.4354996689696885
244,0.4337270235751498
245,0.4635563523459203
246,0.4274336136934863
247,0.4469653494217303
248,0.39974396096480863
249,0.43378566562966175
250,0.45739472822449856
251,0.4461874975921275
252,0.4736589941035226
253,0.41343482734710246
254,0.45201292947258737
255,0.43578665010444123
256,0.41713293362862475
257,0.44649731742122645
258,0.4524111271455126
259,0.43506589905677323
260,0.4606894318381455
261,0.4478922592425315
262,0.4446652408532056
263,0.4403985774212777
264,0.46012227046651705
265,0.4506980664818105
266,0.44599324998863843
267,0.44365060879735496
268,0.45205008445055805
269,0.4589255255821446
270,0.44241842402492104
271,0.4287179434497349
272,0.44864221200301707
273,0.4211155029907446
274,0.44418608508364177
275,0.4259739128178773
276,0.45249338318461174
277,0.40640032362630363
278,0.44158948102443857
279,0.44471550586195663
280,0.4623934887730176
281,0.47213242197073907
282,0.4457613922467848
283,0.4368859157188566
284,0.43384065646199127
285,0.44645744909836055
286,0.421351805341259
287,0.45548832119850896
288,0.45077521890281924
289,0.445657117648852
290,0.45277106391695543
291,0.4734321930574476
292,0.4346469722626389
293,0.4566682228028197
294,0.442328219905705
295,0.437248064028323
296,0.45626704155704
297,0.4423170038436579
298,0.44054900875550557
299,0.4060206611492275
300,0.4416892790545769
301,0.4522232088998854
302,0.4402109064796318
303,0.4322363784837648
304,0.44248496783842867
305,0.4634695596824662
306,0.4363078787491785
307,0.41860252542945575
308,0.5758320764631909
309,0.45302326245399605
310,0.4538360431298813
311,0.47945434146492233
312,0.448453489218667
313,0.44953049671942064
314,0.43684297382971093
315,0.4610869894043015
316,0.4518074959785111
317,0.4638970949625942
318,0.43792644306904155
319,0.4004134806468663
320,0.4431532629759478
321,0.46086254272314375
