Id,Probability
1,0.06107022563074474
2,0.03909422155712719
3,0.011876725601754982
4,0.09378728534597894
5,0.09152044086078336
6,0.031026275540289555
7,0.009217576292705514
8,0.022051265627960694
9,0.00093766166500651
10,0.2797040306887462
11,0.00853313016924367
12,0.018159585849267662
13,0.0030929774387443067
14,0.060935010671475304
15,0.04916400236892344
16,0.015326029184641357
17,0.02292681103330758
18,0.012983882140598568
19,0.21431490205798007
20,0.08527420329216004
21,0.0060351010476225875
22,0.00988375480737786
23,0.0014076194790387342
24,0.37968178177996664
25,0.07681288913903536
26,0.011015617202222196
27,0.0734424869255134
28,0.005061627932940893
29,0.05105528976532124
30,0.010326587092229427
31,0.061867051636195367
32,0.0022392492783053393
33,0.014206389205763661
34,0.071360941947427
35,0.3473253654501585
36,0.05081713532869672
37,0.03878086502928051
38,0.008288583059174851
39,0.008404508924676956
40,0.024498300515919173
41,0.31208849503269476
42,0.23781203900600245
43,0.09134552067157305
44,0.0054908953260548055
45,0.04652118588869104
46,0.001531888843440316
47,0.0016090483056751346
48,0.015294167344663613
49,0.015378243229052582
50,0.029437396817780476
51,0.017179037303169307
52,0.020510975814458918
53,0.0047229835945632875
54,0.037433589590770096
55,0.014887665969857284
56,0.06926155405440772
57,0.002307081208619389
58,0.07824079207786996
59,0.09723963779135399
60,0.08923120931669376
61,0.008482253484303311
62,0.004572984941221702
63,0.024571465751541566
64,0.0040160188717354986
65,0.012808138107421619
66,0.009842642750015349
67,0.01246133089911233
68,0.1353968231230784
69,0.005342053375590359
70,0.6114903666966073
71,0.011934163545128492
72,0.09766929867806604
73,0.002797000262279188
74,0.16159315576364494
75,0.012944894455916133
76,0.029075369884386502
77,0.07933372429705313
78,0.04180826856577714
79,0.053884776456589754
80,0.0140432070892743
81,0.016039651078130053
82,0.010875118359846087
83,0.055313955499737257
84,0.005431813706940639
85,0.01607143331147167
86,0.010132812364867055
87,0.042464946276679766
88,0.009650486303776797
89,0.03721229349509173
90,0.006705863049008915
91,0.07244433078480356
92,0.0121962552751877
93,0.011319797087320638
94,0.013585571245939423
95,0.002345347274787923
96,0.06598008424386174
97,0.03021856771266577
98,0.07774118553413466
99,0.012648734977576412
100,0.007387147042455178
101,0.04427369894179664
102,0.06822639686000384
103,0.0029207544865001924
104,0.052135700302079
105,0.0438336671163709
106,0.019085362840485235
107,0.32189413798261973
108,0.006649427362543617
109,0.0037181895411310217
110,0.019107495238196787
111,0.006324957507232973
112,0.01639413097655188
113,0.019240238964499137
114,0.49896636444735015
115,0.08152020567848786
116,0.010160644151210957
117,0.0008729751897869277
118,0.07514210305381036
119,0.013728457120828931
120,0.006380351842336449
121,0.008346467229260489
122,0.0650816205890575
123,0.00977261859472618
124,0.4428211386693944
125,0.006293070162638237
126,0.013799907811207515
127,0.0011441963116464913
128,0.009336684063342033
129,0.0029920210603707545
130,0.06901012776649888
131,0.023459180143653943
132,0.06730548887954056
133,0.0035149507808158505
134,0.07077737010034699
135,0.19761250136760167
136,0.003691311525260924
137,0.17257700151159258
138,0.03909537461756692
139,0.0038065036966411984
140,0.01263130886932568
141,0.004397738896394173
142,0.017212972854896886
143,0.001808802628393393
144,0.016111515802549284
145,0.3177623280461313
146,0.006145745467791616
